Municipio,codigo_dane,Departamento,hurtos_totales_promedio,hurtos_auto_promedio,hurtos_moto_promedio,recuperacion_total,captura_total,proporcion_motos,latitud,longitud,tasa_recuperacion,tasa_captura,categoria_hurtos,categoria_recuperacion,cluster_kmeans_geo1_robusto_limpio_id,cluster_kmeans_geo1_robusto_limpio_label,cluster_kmeans_geo1_robusto_limpio_orden
PATIA,19532000,CAUCA,540,98,442,825,22,0.8083504449007529,2.115875,-76.981075,1.5277777777777777,0.0407407407407407,Muy Alto,Buena,2,"Cluster de muy alta intensidad delictiva, baja recuperacion y predominio de motos",2.0
PAUNA,15531000,BOYACA,6,1,5,21,5,0.8333333333333334,5.656323,-73.978449,3.5,0.8333333333333334,Leve,Muy Buena,1,"Cluster de muy baja intensidad delictiva, muy alta recuperacion y predominio de motos",9.0
PAYA,15533000,BOYACA,3,0,3,1,0,1.0,5.625699,-72.423775,0.3333333333333333,0.0,Leve,Grave,1,"Cluster de muy baja intensidad delictiva, muy alta recuperacion y predominio de motos",9.0
PAZ DE ARIPORO,85250000,CASANARE,353,22,331,188,40,0.9355345911949684,5.879827,-71.890348,0.5325779036827195,0.1133144475920679,Muy Alto,Grave,6,"Cluster de alta intensidad delictiva, recuperacion media y predominio de motos",3.0
PAZ DE RIO,15537000,BOYACA,4,0,4,15,1,1.0,5.987645,-72.749137,3.75,0.25,Leve,Muy Buena,1,"Cluster de muy baja intensidad delictiva, muy alta recuperacion y predominio de motos",9.0
PEDRAZA,47541000,MAGDALENA,3,0,3,35,2,1.0,10.18825,-74.9154,11.666666666666666,0.6666666666666666,Leve,Muy Buena,5,"Cluster de baja intensidad delictiva, recuperacion media-baja y predominio de motos",7.0
PELAYA,20550000,CESAR,264,47,217,140,14,0.8157894736842105,8.689451,-73.666735,0.5303030303030303,0.053030303030303,Muy Alto,Grave,6,"Cluster de alta intensidad delictiva, recuperacion media y predominio de motos",3.0
PENOL,5541000,ANTIOQUIA,157,32,125,95,27,0.7930648769574944,6.219349,-75.242693,0.6050955414012739,0.1719745222929936,Muy Alto,Grave,0 (sub 1),"Cluster de intensidad delictiva media-alta, recuperacion media-baja y predominio de motos",4.0
PENSILVANIA,17541000,CALDAS,8,1,7,35,3,0.875,5.383281,-75.160299,4.375,0.375,Leve,Muy Buena,1,"Cluster de muy baja intensidad delictiva, muy alta recuperacion y predominio de motos",9.0
PEQUE,5543000,ANTIOQUIA,0,0,0,13,0,,7.021029,-75.910357,,,Leve,,,,
PEREIRA (CT),66001000,RISARALDA,3343,916,2427,3069,299,0.7316320885200553,4.804985,-75.719711,0.9180376906969788,0.0894406221956326,Muy Alto,Mala,2,"Cluster de muy alta intensidad delictiva, baja recuperacion y predominio de motos",2.0
PESCA,15542000,BOYACA,5,3,2,6,0,0.4,5.558808,-73.050872,1.2,0.0,Leve,Buena,3,"Cluster de baja intensidad delictiva, alta recuperacion y predominio de automotores",8.0
PIAMONTE,19533000,CAUCA,20,2,18,48,4,0.8947368421052632,1.11754,-76.327588,2.4,0.2,Moderado,Muy Buena,4,"Cluster de intensidad delictiva media, alta recuperacion y predominio de motos",5.0
PIEDECUESTA,68547000,SANTANDER,1071,81,990,504,137,0.9232409381663113,6.997245000000001,-73.054795,0.4705882352941176,0.1279178338001867,Muy Alto,Grave,6,"Cluster de alta intensidad delictiva, recuperacion media y predominio de motos",3.0
PIEDRAS,73547000,TOLIMA,25,12,13,8,0,0.6190476190476191,4.543951,-74.878106,0.32,0.0,Moderado,Grave,3,"Cluster de baja intensidad delictiva, alta recuperacion y predominio de automotores",8.0
PIENDAMO,19548000,CAUCA,954,172,782,776,33,0.8123215014279885,2.64228,-76.528615,0.8134171907756813,0.0345911949685534,Muy Alto,Mala,2,"Cluster de muy alta intensidad delictiva, baja recuperacion y predominio de motos",2.0
PIJAO,63548000,QUINDIO,25,7,18,32,7,0.7727272727272727,4.335036,-75.703329,1.28,0.28,Moderado,Buena,0 (sub 2),"Cluster de intensidad delictiva media, recuperacion alta y predominio de motos",6.0
PIJINO DEL CARMEN,47545000,MAGDALENA,20,0,20,23,3,1.0,9.331922,-74.459034,1.15,0.15,Moderado,Buena,5,"Cluster de baja intensidad delictiva, recuperacion media-baja y predominio de motos",7.0
PINCHOTE,68549000,SANTANDER,4,2,2,14,2,0.5,6.531552,-73.174209,3.5,0.5,Leve,Muy Buena,3,"Cluster de baja intensidad delictiva, alta recuperacion y predominio de automotores",8.0
PINILLOS,13549000,BOLIVAR,5,1,4,20,0,0.8,8.914947,-74.462279,4.0,0.0,Leve,Muy Buena,1,"Cluster de muy baja intensidad delictiva, muy alta recuperacion y predominio de motos",9.0
PIOJO,8549000,ATLANTICO,5,2,3,26,4,0.75,10.749216,-75.107592,5.2,0.8,Leve,Muy Buena,5,"Cluster de baja intensidad delictiva, recuperacion media-baja y predominio de motos",7.0
PISBA,15550000,BOYACA,1,0,1,0,0,1.0,5.72141,-72.486023,0.0,0.0,Leve,Grave,1,"Cluster de muy baja intensidad delictiva, muy alta recuperacion y predominio de motos",9.0
PITAL,41548000,HUILA,96,5,91,64,13,0.946808510638298,2.266618,-75.804544,0.6666666666666666,0.1354166666666666,Alto,Mala,4,"Cluster de intensidad delictiva media, alta recuperacion y predominio de motos",5.0
PITALITO,41551000,HUILA,5442,140,5302,2087,429,0.9734864352683024,1.852631,-76.049441,0.3834987137081955,0.0788313120176405,Muy Alto,Grave,2,"Cluster de muy alta intensidad delictiva, baja recuperacion y predominio de motos",2.0
PIVIJAY,47551000,MAGDALENA,124,14,110,141,19,0.8852459016393442,10.460707,-74.613312,1.1370967741935485,0.1532258064516129,Alto,Buena,6,"Cluster de alta intensidad delictiva, recuperacion media y predominio de motos",3.0
PLANADAS,73555000,TOLIMA,145,4,141,205,6,0.972027972027972,3.197911,-75.644163,1.4137931034482758,0.0413793103448275,Alto,Buena,4,"Cluster de intensidad delictiva media, alta recuperacion y predominio de motos",5.0
PLANETA RICA,23555000,CORDOBA,336,16,320,391,28,0.9557377049180328,8.4082,-75.583241,1.1636904761904765,0.0833333333333333,Muy Alto,Buena,6,"Cluster de alta intensidad delictiva, recuperacion media y predominio de motos",3.0
PLATO,47555000,MAGDALENA,257,27,230,181,22,0.889344262295082,9.796713,-74.784549,0.7042801556420234,0.0856031128404669,Muy Alto,Mala,6,"Cluster de alta intensidad delictiva, recuperacion media y predominio de motos",3.0
POLICARPA,52540000,NARINO,116,22,94,157,3,0.8097345132743363,1.627196,-77.458686,1.353448275862069,0.0258620689655172,Alto,Buena,4,"Cluster de intensidad delictiva media, alta recuperacion y predominio de motos",5.0
POLONUEVO,8558000,ATLANTICO,70,15,55,44,13,0.8059701492537313,10.777363,-74.852981,0.6285714285714286,0.1857142857142857,Alto,Mala,5,"Cluster de baja intensidad delictiva, recuperacion media-baja y predominio de motos",7.0
PONEDERA,8560000,ATLANTICO,84,26,58,102,18,0.6829268292682927,10.641779,-74.753885,1.2142857142857142,0.2142857142857142,Alto,Buena,5,"Cluster de baja intensidad delictiva, recuperacion media-baja y predominio de motos",7.0
POPAYAN (CT),19001000,CAUCA,15417,2643,12774,7068,1903,0.8239358382144253,2.459641,-76.599377,0.4584549523253551,0.1234351689693195,Muy Alto,Grave,cluster_extremo,Cluster de ciudades principales con intensidad delictiva extrema,1.0
PORE,85263000,CASANARE,103,10,93,54,11,0.913978494623656,5.72773,-71.99286,0.5242718446601942,0.1067961165048543,Alto,Grave,0 (sub 2),"Cluster de intensidad delictiva media, recuperacion alta y predominio de motos",6.0
POTOSI,52560000,NARINO,119,11,108,95,8,0.9137426900584796,0.806639,-77.573003,0.7983193277310925,0.0672268907563025,Alto,Mala,4,"Cluster de intensidad delictiva media, alta recuperacion y predominio de motos",5.0
PRADERA,76563000,VALLE,681,100,581,396,30,0.8569105691056911,3.419793,-76.241799,0.5814977973568282,0.0440528634361233,Muy Alto,Grave,2,"Cluster de muy alta intensidad delictiva, baja recuperacion y predominio de motos",2.0
PRADO,73563000,TOLIMA,28,1,27,20,1,0.9629629629629628,3.750939,-74.927447,0.7142857142857143,0.0357142857142857,Moderado,Mala,1,"Cluster de muy baja intensidad delictiva, muy alta recuperacion y predominio de motos",9.0
PROVIDENCIA,52565000,NARINO,20,0,20,28,3,1.0,1.237814,-77.596794,1.4,0.15,Moderado,Buena,4,"Cluster de intensidad delictiva media, alta recuperacion y predominio de motos",5.0
PROVIDENCIA,52565000,SAN ANDRES,11,0,11,7,1,1.0,1.237814,-77.596794,0.6363636363636364,0.0909090909090909,Moderado,Mala,4,"Cluster de intensidad delictiva media, alta recuperacion y predominio de motos",5.0
PUEBLO BELLO,20570000,CESAR,63,5,58,45,7,0.9262295081967212,10.417321,-73.586211,0.7142857142857143,0.1111111111111111,Alto,Mala,5,"Cluster de baja intensidad delictiva, recuperacion media-baja y predominio de motos",7.0
PUEBLO NUEVO,23570000,CORDOBA,76,2,74,46,3,0.9714285714285714,8.504099,-75.508035,0.6052631578947368,0.0394736842105263,Alto,Grave,5,"Cluster de baja intensidad delictiva, recuperacion media-baja y predominio de motos",7.0
PUEBLO RICO,66572000,RISARALDA,21,2,19,53,10,0.8888888888888888,5.222043,-76.030801,2.523809523809524,0.4761904761904761,Moderado,Muy Buena,0 (sub 2),"Cluster de intensidad delictiva media, recuperacion alta y predominio de motos",6.0
PUEBLORRICO,5576000,ANTIOQUIA,15,1,14,13,2,0.9333333333333332,5.79158,-75.839903,0.8666666666666667,0.1333333333333333,Moderado,Mala,1,"Cluster de muy baja intensidad delictiva, muy alta recuperacion y predominio de motos",9.0
PUEBLOVIEJO,47570000,MAGDALENA,88,13,75,93,17,0.8470588235294118,10.994766,-74.28253,1.056818181818182,0.1931818181818181,Alto,Buena,5,"Cluster de baja intensidad delictiva, recuperacion media-baja y predominio de motos",7.0
PUENTE NACIONAL,68572000,SANTANDER,30,16,14,67,6,0.4821428571428571,5.878381,-73.677567,2.2333333333333334,0.2,Moderado,Muy Buena,3,"Cluster de baja intensidad delictiva, alta recuperacion y predominio de automotores",8.0
PUERRES,52573000,NARINO,38,5,33,92,2,0.8648648648648649,0.885125,-77.504211,2.421052631578948,0.0526315789473684,Moderado,Muy Buena,4,"Cluster de intensidad delictiva media, alta recuperacion y predominio de motos",5.0
PUERTO ASIS,86568000,PUTUMAYO,902,19,883,679,82,0.9794823232323232,0.505627,-76.496887,0.7527716186252772,0.0909090909090909,Muy Alto,Mala,2,"Cluster de muy alta intensidad delictiva, baja recuperacion y predominio de motos",2.0
PUERTO BERRIO,5579000,ANTIOQUIA,384,37,347,331,26,0.8968481375358166,6.487028,-74.410016,0.8619791666666666,0.0677083333333333,Muy Alto,Mala,6,"Cluster de alta intensidad delictiva, recuperacion media y predominio de motos",3.0
PUERTO BOYACA,15572000,BOYACA,363,84,279,408,25,0.782991202346041,5.976646,-74.587782,1.1239669421487604,0.0688705234159779,Muy Alto,Buena,2,"Cluster de muy alta intensidad delictiva, baja recuperacion y predominio de motos",2.0
PUERTO CAICEDO,86569000,PUTUMAYO,77,5,72,91,5,0.94,0.687784,-76.606118,1.181818181818182,0.0649350649350649,Alto,Buena,4,"Cluster de intensidad delictiva media, alta recuperacion y predominio de motos",5.0
PUERTO CARRENO (CT),99001000,VICHADA,224,4,220,228,25,0.9812206572769951,6.186636,-67.487095,1.0178571428571428,0.1116071428571428,Muy Alto,Buena,6,"Cluster de alta intensidad delictiva, recuperacion media y predominio de motos",3.0
PUERTO COLOMBIA,8573000,ATLANTICO,443,157,286,296,48,0.6443894389438943,11.015322,-74.888627,0.6681715575620768,0.1083521444695259,Muy Alto,Mala,6,"Cluster de alta intensidad delictiva, recuperacion media y predominio de motos",3.0
PUERTO CONCORDIA,50450000,META,48,4,44,80,7,0.9148936170212766,2.624006,-72.760209,1.6666666666666667,0.1458333333333333,Alto,Muy Buena,0 (sub 2),"Cluster de intensidad delictiva media, recuperacion alta y predominio de motos",6.0
PUERTO ESCONDIDO,23574000,CORDOBA,14,1,13,40,1,0.9230769230769232,9.005372,-76.260411,2.857142857142857,0.0714285714285714,Moderado,Muy Buena,5,"Cluster de baja intensidad delictiva, recuperacion media-baja y predominio de motos",7.0
PUERTO GAITAN,50568000,META,429,51,378,243,26,0.8855218855218856,4.314905,-72.087649,0.5664335664335665,0.0606060606060606,Muy Alto,Grave,2,"Cluster de muy alta intensidad delictiva, baja recuperacion y predominio de motos",2.0
PUERTO GUZMAN,86571000,PUTUMAYO,32,0,32,59,5,1.0,0.962854,-76.407663,1.84375,0.15625,Moderado,Muy Buena,4,"Cluster de intensidad delictiva media, alta recuperacion y predominio de motos",5.0
PUERTO LEGUIZAMO,86573000,PUTUMAYO,3,0,3,20,3,1.0,-0.192318,-74.781842,6.666666666666667,1.0,Leve,Muy Buena,4,"Cluster de intensidad delictiva media, alta recuperacion y predominio de motos",5.0
PUERTO LIBERTADOR,23580000,CORDOBA,81,4,77,72,6,0.9506172839506172,7.888859,-75.671761,0.8888888888888888,0.074074074074074,Alto,Mala,5,"Cluster de baja intensidad delictiva, recuperacion media-baja y predominio de motos",7.0
PUERTO LLERAS,50577000,META,118,29,89,89,7,0.7477477477477478,3.272117,-73.37385,0.7542372881355932,0.059322033898305,Alto,Mala,0 (sub 1),"Cluster de intensidad delictiva media-alta, recuperacion media-baja y predominio de motos",4.0
PUERTO LOPEZ,50573000,META,292,69,223,233,25,0.7882882882882882,4.09349,-72.957324,0.797945205479452,0.0856164383561643,Muy Alto,Mala,2,"Cluster de muy alta intensidad delictiva, baja recuperacion y predominio de motos",2.0
PUERTO NARE,5585000,ANTIOQUIA,27,4,23,53,0,0.8461538461538461,6.186025,-74.583012,1.962962962962963,0.0,Moderado,Muy Buena,5,"Cluster de baja intensidad delictiva, recuperacion media-baja y predominio de motos",7.0
PUERTO PARRA,68573000,SANTANDER,21,2,19,93,9,0.9,6.650785,-74.056129,4.428571428571429,0.4285714285714285,Moderado,Muy Buena,5,"Cluster de baja intensidad delictiva, recuperacion media-baja y predominio de motos",7.0
PUERTO RICO,18592000,CAQUETA,239,11,228,118,13,0.9545454545454546,1.909063,-75.157604,0.4937238493723849,0.0543933054393305,Muy Alto,Grave,4,"Cluster de intensidad delictiva media, alta recuperacion y predominio de motos",5.0
PUERTO RICO,18592000,META,116,17,99,74,3,0.8846153846153846,1.909063,-75.157604,0.6379310344827587,0.0258620689655172,Alto,Mala,4,"Cluster de intensidad delictiva media, alta recuperacion y predominio de motos",5.0
PUERTO RONDON,81591000,ARAUCA,20,2,18,12,1,0.9,6.281461,-71.10339,0.6,0.05,Moderado,Grave,1,"Cluster de muy baja intensidad delictiva, muy alta recuperacion y predominio de motos",9.0
PUERTO SALGAR,25572000,CUNDINAMARCA,78,35,43,223,19,0.551948051948052,5.465413,-74.653695,2.858974358974359,0.2435897435897435,Alto,Muy Buena,0 (sub 1),"Cluster de intensidad delictiva media-alta, recuperacion media-baja y predominio de motos",4.0
PUERTO SANTANDER,54553000,NORTE DE SANTANDER,63,14,49,153,14,0.7777777777777778,8.359993,-72.411363,2.4285714285714284,0.2222222222222222,Alto,Muy Buena,0 (sub 1),"Cluster de intensidad delictiva media-alta, recuperacion media-baja y predominio de motos",4.0
PUERTO TEJADA,19573000,CAUCA,2597,174,2423,1125,144,0.9355042735042736,3.233254,-76.417673,0.4331921447824413,0.0554485945321524,Muy Alto,Grave,2,"Cluster de muy alta intensidad delictiva, baja recuperacion y predominio de motos",2.0
PUERTO TRIUNFO,5591000,ANTIOQUIA,155,36,119,209,26,0.7702702702702703,5.871318,-74.64119,1.3483870967741935,0.1677419354838709,Muy Alto,Buena,0 (sub 1),"Cluster de intensidad delictiva media-alta, recuperacion media-baja y predominio de motos",4.0
PUERTO WILCHES,68575000,SANTANDER,168,27,141,125,18,0.8483870967741935,7.344057,-73.899909,0.7440476190476191,0.1071428571428571,Muy Alto,Mala,0 (sub 1),"Cluster de intensidad delictiva media-alta, recuperacion media-baja y predominio de motos",4.0
PULI,25580000,CUNDINAMARCA,2,2,0,3,0,0.0,4.682022,-74.71438,1.5,0.0,Leve,Buena,3,"Cluster de baja intensidad delictiva, alta recuperacion y predominio de automotores",8.0
PUPIALES,52585000,NARINO,253,68,185,117,32,0.7322175732217573,0.870442,-77.636042,0.4624505928853755,0.1264822134387351,Muy Alto,Grave,2,"Cluster de muy alta intensidad delictiva, baja recuperacion y predominio de motos",2.0
PURACE,19585000,CAUCA,201,66,135,104,10,0.6577060931899641,2.341507,-76.496698,0.5174129353233831,0.0497512437810945,Muy Alto,Grave,2,"Cluster de muy alta intensidad delictiva, baja recuperacion y predominio de motos",2.0
PURIFICACION,73585000,TOLIMA,190,4,186,80,8,0.9779005524861878,3.857246,-74.935555,0.4210526315789473,0.0421052631578947,Muy Alto,Grave,0 (sub 1),"Cluster de intensidad delictiva media-alta, recuperacion media-baja y predominio de motos",4.0
PURISIMA,23586000,CORDOBA,43,3,40,26,0,0.9487179487179488,9.239295,-75.724987,0.6046511627906976,0.0,Alto,Grave,5,"Cluster de baja intensidad delictiva, recuperacion media-baja y predominio de motos",7.0
QUEBRADANEGRA,25592000,CUNDINAMARCA,6,3,3,23,1,0.5,5.118076,-74.48014,3.8333333333333335,0.1666666666666666,Leve,Muy Buena,3,"Cluster de baja intensidad delictiva, alta recuperacion y predominio de automotores",8.0
QUETAME,25594000,CUNDINAMARCA,17,3,14,25,6,0.8235294117647058,4.329884,-73.863214,1.4705882352941178,0.3529411764705882,Moderado,Buena,0 (sub 2),"Cluster de intensidad delictiva media, recuperacion alta y predominio de motos",6.0
QUIBDO (CT),27001000,CHOCO,4502,9,4493,2511,305,0.997969664397468,5.682166,-76.638144,0.5577521101732563,0.067747667703243,Muy Alto,Grave,2,"Cluster de muy alta intensidad delictiva, baja recuperacion y predominio de motos",2.0
QUIMBAYA,63594000,QUINDIO,262,44,218,176,32,0.8326530612244898,4.624387,-75.765074,0.6717557251908397,0.1221374045801526,Muy Alto,Mala,2,"Cluster de muy alta intensidad delictiva, baja recuperacion y predominio de motos",2.0
QUINCHIA,66594000,RISARALDA,51,4,47,97,6,0.9215686274509804,5.340456,-75.730431,1.9019607843137252,0.1176470588235294,Alto,Muy Buena,0 (sub 2),"Cluster de intensidad delictiva media, recuperacion alta y predominio de motos",6.0
QUIPAMA,15580000,BOYACA,4,0,4,4,1,1.0,5.52055,-74.180033,1.0,0.25,Leve,Mala,1,"Cluster de muy baja intensidad delictiva, muy alta recuperacion y predominio de motos",9.0
QUIPILE,25596000,CUNDINAMARCA,9,4,5,22,1,0.5555555555555556,4.74481,-74.53370499999998,2.4444444444444446,0.1111111111111111,Leve,Muy Buena,3,"Cluster de baja intensidad delictiva, alta recuperacion y predominio de automotores",8.0
RAGONVALIA,54599000,NORTE DE SANTANDER,12,0,12,14,0,1.0,7.577861,-72.476708,1.1666666666666667,0.0,Moderado,Buena,1,"Cluster de muy baja intensidad delictiva, muy alta recuperacion y predominio de motos",9.0
RAMIRIQUI,15599000,BOYACA,12,2,10,31,1,0.8333333333333334,5.400303,-73.334839,2.583333333333333,0.0833333333333333,Moderado,Muy Buena,1,"Cluster de muy baja intensidad delictiva, muy alta recuperacion y predominio de motos",9.0
RAQUIRA,15600000,BOYACA,11,1,10,18,0,0.9090909090909092,5.539136,-73.63254300000001,1.6363636363636365,0.0,Moderado,Muy Buena,1,"Cluster de muy baja intensidad delictiva, muy alta recuperacion y predominio de motos",9.0
RECETOR,85279000,CASANARE,2,0,2,2,0,1.0,5.229181,-72.760991,1.0,0.0,Leve,Mala,1,"Cluster de muy baja intensidad delictiva, muy alta recuperacion y predominio de motos",9.0
REGIDOR,13580000,BOLIVAR,9,0,9,13,0,1.0,8.666258,-73.821638,1.4444444444444444,0.0,Leve,Buena,1,"Cluster de muy baja intensidad delictiva, muy alta recuperacion y predominio de motos",9.0
REMEDIOS,5604000,ANTIOQUIA,352,21,331,173,14,0.9435897435897436,7.029423999999999,-74.69813500000001,0.4914772727272727,0.0397727272727272,Muy Alto,Grave,6,"Cluster de alta intensidad delictiva, recuperacion media y predominio de motos",3.0
REMOLINO,47605000,MAGDALENA,9,3,6,39,4,0.625,10.701952,-74.716172,4.333333333333333,0.4444444444444444,Leve,Muy Buena,5,"Cluster de baja intensidad delictiva, recuperacion media-baja y predominio de motos",7.0
REPELON,8606000,ATLANTICO,52,9,43,63,9,0.8333333333333334,10.493357,-75.125534,1.2115384615384617,0.173076923076923,Alto,Buena,5,"Cluster de baja intensidad delictiva, recuperacion media-baja y predominio de motos",7.0
RESTREPO,50606000,META,157,14,143,87,15,0.9149659863945578,4.259556,-73.565408,0.554140127388535,0.0955414012738853,Muy Alto,Grave,0 (sub 1),"Cluster de intensidad delictiva media-alta, recuperacion media-baja y predominio de motos",4.0
